#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B81678
#Date Time: 2025-10-20 13:47:58.612
#Start: 1000 Hz
#Stop: 10000 Hz
#Steps: 201
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.43531 V
#Offset: -0.000212314 V
#Relative: no
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

#2,4kHz
#raw
#
Frequency (Hz),Channel 1 Magnitude (dB)
2917.427014001168,-0.6468825942413747
2951.209226666385,-0.6821380083083362
2985.382618917959,-0.7178677893455337
3019.951720402016,-0.7567101116917561
3054.921113215513,-0.8086758509784127
3090.295432513591,-0.8599820377597844
3126.079367123955,-0.9158640382458584
3162.277660168379,-0.9816261752841706
3198.895109691398,-1.052274214294906
3235.936569296283,-1.132402324096991
3273.406948788382,-1.219522731400277
3311.311214825911,-1.322022585529388
3349.654391578277,-1.431886509889019
3388.441561392026,-1.552284105254481
3427.677865464504,-1.689592451450495
3467.368504525316,-1.841390164498867
3507.51873952568,-2.009662529636628
3548.133892335755,-2.188965156257427
3589.219346450053,-2.393511593172358
3630.780547701014,-2.613595840080021
3672.823004980846,-2.854148554092921
3715.352290971725,-3.115784459466191
3758.374042884441,-3.401261880867581
3801.893963205611,-3.703459266048583
3845.917820453536,-4.033142924890055
3890.451449942806,-4.382179296704251
3935.500754557774,-4.753472600012723
3981.071705534972,-5.151382145936994
4027.170343254591,-5.563888074930112
4073.802778041127,-6.008608783131555
4120.975190973302,-6.482490893683498
4168.693834703354,-6.970588957888029
4216.965034285822,-7.468116183572958
4265.795188015927,-7.978437439543905
4315.190768277653,-8.500892902886907
4365.158322401659,-9.036562413927037
4415.704473533126,-9.581644497432908
4466.835921509632,-10.13574975891925
4518.559443749224,-10.70443787451271
4570.88189614875,-11.27713891544883
4623.810213992603,-11.86077391310245
4677.351412871983,-12.44331406535178
4731.512589614806,-13.02550353067536
4786.300923226384,-13.59420055991083
4841.723675840994,-14.15227045235523
4897.788193684461,-14.6801140811721
4954.501908047902,-15.06249609846708
5011.872336272722,-15.47357693065094
5069.907082747042,-15.97272123456984
5128.613839913648,-16.53466428091363
5188.000389289611,-17.090488473929
5248.074602497725,-17.64518547564844
5308.844442309884,-18.208279943381
5370.317963702527,-18.78058595659213
5432.503314924332,-19.38491732475374
5495.408738576245,-19.98271331039614
5559.042572704036,-20.56219005817695
5623.413251903491,-21.18675577813519
5688.529308438415,-21.81666144554654
5754.39937337157,-22.46976857137604
5821.032177708715,-23.09259953083966
5888.43655355589,-23.72138640426421
5956.621435290105,-24.39411601855778
6025.595860743578,-25.01019312438959
6095.368972401692,-25.66467073701151
6165.950018614822,-26.26439702519085
6237.348354824193,-26.89515192929401
6309.573444801934,-27.51834374512956
6382.634861905487,-28.16845843299638
6456.542290346556,-28.82141751232633
6531.305526474724,-29.48504332640332
6606.934480075959,-30.13641044393917
6683.439175686146,-30.80378423397068
6760.829753919817,-31.39879921301758
6839.116472814293,-32.00747094305299
6918.309709189364,-32.69764256163229
6998.419960022735,-33.30652909641918
7079.457843841379,-33.83545659387995
7161.434102129019,-34.50084511324383
7244.3596007499,-35.27198067586
7328.245331389041,-35.78811159800408
7413.102413009175,-36.42245109257156
7498.942093324558,-37.13759546948022
7585.775750291838,-37.84318391847869
7673.614893618189,-38.24226701230533
7762.471166286918,-38.99485730504244
7852.356346100719,-39.54268412590542
7943.282347242814,-40.03751192972584
8035.261221856173,-41.12229613864572
8128.305161640993,-41.5297619045724
8222.426499470712,-42.45779553614807
8317.637711026711,-42.86921543898379
8413.951416451951,-43.57431718616488
8511.380382023766,-44.10699885119441
8609.937521846006,-44.99546489072888
8709.635899560804,-45.35768679350709
8810.48873008014,-46.07608346529411
8912.509381337455,-46.75570954357656
9015.711376059568,-47.3757484490035
9120.108393559096,-47.88898962194839
9225.714271547631,-49.02439159618825
9332.543007969911,-49.99401835661565
9440.608762859232,-50.18180436688255
9549.925860214358,-49.65177861182589
9660.508789898133,-50.06787185971038
9772.372209558107,-51.16643461000442
9885.530946569388,-52.23892817194499
10000,-52.30907607056395
